Stock_type,Title,Mileage,Price,Price_drop,car_battery,Dealer_Name,Location
Used,2021 Tesla Model 3 Long Range,"29,000 mi.","$32,000",,,,"Exeter, RI"
Used,2022 Tesla Model 3 Base,"18,000 mi.","$33,000",,,,"Lawrenceville, GA"
Used,2018 Tesla Model S P100D,"97,500 mi.","$49,900",,,,"Norwalk, IA"
Used,2018 Tesla Model 3 Long Range,"92,300 mi.","$26,900",,,,"Eureka, MO"
Used,2018 Tesla Model 3 Long Range,"67,700 mi.","$22,900",,,,"Houston, TX"
Used,2022 Tesla Model 3 Long Range,"77,000 mi.","$28,000",,,,"Lake Elsinore, CA"
Used,2018 Tesla Model 3 Long Range,"105,000 mi.","$22,500",,,,"Inwood, WV"
Used,2021 Tesla Model 3 Performance,"44,584 mi.","$34,000",,,,"Granada Hills, CA"
Used,2016 Tesla Model X 75D,"85,000 mi.","$39,888",,,,"Tustin, CA"
Used,2021 Tesla Model 3 Long Range,"26,104 mi.","$37,900",,,,"Santa Clara, CA"
Used,2019 Tesla Model 3 Standard Range Plus,"125,000 mi.","$22,000",,,,"Santa Barbara, CA"
Used,2017 Tesla Model S 75,"61,000 mi.","$25,000",,,,"San Rafael, CA"
Used,2017 Tesla Model 3 Standard,"42,949 mi.","$26,530",,,Salinas Honda,"Salinas, CA"
Used,2017 Tesla Model X 75D,"82,798 mi.","$28,995",,,Highline Auto Sales,"Willowbrook, IL"
Used,2016 Tesla Model S 75D,"94,074 mi.","$18,977",,,Auto Showcase of Carol Stream,"Carol Stream, IL"
Used,2022 Tesla Model 3 Long Range,"53,997 mi.","$23,995",,,Import Masters,"Great Neck, NY"
Used,2017 Tesla Model S 75,"46,276 mi.",Not Priced,,,Don Jackson CDJR North,"Cumming, GA"
Used,2017 Tesla Model S,"59,941 mi.",Not Priced,,,Don Jackson CDJR North,"Cumming, GA"
Used,2021 Tesla Model 3 Long Range,"17,963 mi.","$30,988",,,Big Star Hyundai,"Friendswood, TX"
Used,2022 Tesla Model 3 Base,"14,083 mi.",Not Priced,,,Kia Fort Walton Beach,"Fort Walton Beach, FL"
Used,2017 Tesla Model S 75,"90,833 mi.","$24,995",,,HD Auto Sales,"Wichita, KS"
Used,2022 Tesla Model 3 Long Range,"74,537 mi.","$24,998",,,Century Auto,"Daly City, CA"
Used,2016 Tesla Model S 60D,"44,253 mi.","$23,000",,,Alpha Motorsports Fredericksburg,"Fredericksburg, VA"
Used,2020 Tesla Model X Long Range,"32,973 mi.","$52,000",,,Carmel Motors,"Indianapolis, IN"
Used,2022 Tesla Model S Base,"11,063 mi.","$55,998",,,Premium Autos,"Norco, CA"
Used,2022 Tesla Model 3 Base,"36,857 mi.","$25,629",,,Hertz Car Sales Springfield,"Springfield, VA"
Used,2019 Tesla Model 3 Standard Range Plus,"69,596 mi.","$22,999",,,Escondido Auto Super Center,"Escondido, CA"
Used,2020 Tesla Model 3 Long Range,"23,762 mi.","$30,473",,,Bill Luke Marana,"Tucson, AZ"
Used,2019 Tesla Model 3 Long Range,"86,500 mi.","$23,999",,,,"Colorado Springs, CO"
Used,2022 Tesla Model 3 Long Range,"93,294 mi.",Not Priced,,,Don Jackson CDJR North,"Cumming, GA"
Used,2020 Tesla Model 3 Standard Range Plus,"57,132 mi.","$27,998",,,CarMax Palmdale - Offering Express Pickup and Home Delivery,"Palmdale, CA"
Used,2018 Tesla Model 3 Long Range,"53,052 mi.","$27,998",,,CarMax Newark - Offering Express Pickup and Home Delivery,"Newark, DE"
Used,2019 Tesla Model 3 Standard Range,"60,951 mi.","$22,500",,,Marietta Auto Sales,"Marietta, GA"
Used,2017 Tesla Model S P100D,"67,766 mi.","$30,750",,,,"Midlothian, TX"
Used,2023 Tesla Model 3 Performance,"5,414 mi.",Not Priced,,,Chrysler Dodge Jeep Ram of Woodstock,"Woodstock, GA"
Used,2021 Tesla Model 3 Performance,"15,347 mi.","$34,499",,,,"Tampa, FL"
Used,2021 Tesla Model S Long Range,"14,867 mi.","$59,000",,,,"West Columbia, TX"
Used,2020 Tesla Model 3 Standard Range Plus,"30,464 mi.","$32,000",,,,"Huntington Beach, CA"
Used,2023 Tesla Model 3 Long Range,"6,397 mi.","$35,000",,,,"Gaithersburg, MD"
Used,2018 Tesla Model S 75D,"74,550 mi.","$29,990",,,,"Pasadena, CA"
Used,2021 Tesla Model 3 Long Range,"24,734 mi.","$33,950",,EV Battery Rating | Excellent,TJK AUTO LLC,"Omaha, NE"
Used,2017 Tesla Model X 100D,"70,825 mi.","$34,995",,EV Battery Rating | Excellent,Brown & Brown Wholesale,"Mesa, AZ"
Used,2018 Tesla Model X 100D,"48,632 mi.","$37,998",,EV Battery Rating | Excellent,World Imports USA,"Jacksonville, FL"
Used,2023 Tesla Model 3 Base,"2,600 mi.","$35,000",,,,"Minneapolis, MN"
Used,2023 Tesla Model 3 Base,"6,000 mi.","$40,000",,,,"San Francisco, CA"
Used,2017 Tesla Model 3 Long Range,"138,620 mi.","$21,000",,,,"Princeton, TX"
Used,2020 Tesla Model X Long Range Plus,"22,000 mi.","$59,500",,,,"Denver, CO"
Used,2023 Tesla Model 3 Base,750 mi.,"$40,000",,,,"Buffalo Grove, IL"
Used,2020 Tesla Model 3 Standard Range,"62,003 mi.","$23,994","$1,306 price drop",EV Battery Rating | Excellent,Mount Holly Nissan,"Hainesport, NJ"
Used,2020 Tesla Model 3 Long Range,"39,000 mi.","$40,000",,,,"Celina, TX"
Used,2023 Tesla Model S Base,"5,955 mi.","$69,999",,,,"Hastings On Hudson, NY"
Used,2019 Tesla Model 3 Long Range,"35,300 mi.","$23,999",,,,"Carrollton, GA"
Used,2017 Tesla Model S 75,"83,418 mi.","$29,999",,,,"Wyandanch, NY"
Used,2021 Tesla Model S Long Range,"30,047 mi.","$46,000",,,,"Bonsall, CA"
Used,2021 Tesla Model 3 Performance,"15,347 mi.","$34,499",,,,"Tampa, FL"
Used,2018 Tesla Model S P100D,"59,000 mi.","$38,999",,,,"Loveland, CO"
Used,2022 Tesla Model 3 Long Range,"21,000 mi.","$31,500",,,,"Canton, OH"
Used,2020 Tesla Model 3 Standard Range Plus,"30,464 mi.","$32,000",,,,"Huntington Beach, CA"
Used,2019 Tesla Model 3 Standard Range Plus,"31,000 mi.","$25,000",,,,"Saint Cloud, FL"
Used,2019 Tesla Model X Long Range,"47,870 mi.","$43,950",,,,"Woodland Hills, CA"
Used,2021 Tesla Model 3 Long Range,"28,203 mi.","$35,000",,,,"Brooklyn, NY"
Used,2019 Tesla Model 3 Performance,"36,783 mi.","$35,000",,,,"Sagle, ID"
Used,2020 Tesla Model X Long Range,"49,688 mi.","$57,000",,,,"Sarasota, FL"
Used,2023 Tesla Model 3 Long Range,"6,397 mi.","$35,000",,,,"Gaithersburg, MD"
Used,2018 Tesla Model S 75D,"74,550 mi.","$29,990",,,,"Pasadena, CA"
Used,2014 Tesla Model S Performance,"84,500 mi.","$26,495",,,,"Waxhaw, NC"
Used,2021 Tesla Model S Long Range,"14,867 mi.","$59,000",,,,"West Columbia, TX"
Used,2016 Tesla Model S P90D,"60,000 mi.","$34,500",,,,"Irving, TX"
Used,2022 Tesla Model 3 Performance,"6,700 mi.","$38,500",,,,"Carson City, NV"
Used,2017 Tesla Model S 90D,"38,999 mi.","$26,500",,,,"Sacramento, CA"
Used,2018 Tesla Model S P100D,"55,550 mi.","$47,999",,,,"Albuquerque, NM"
Used,2014 Tesla Model S 85,"94,121 mi.","$17,995",,,,"San Marcos, CA"
Used,2022 Tesla Model 3 Base,"45,184 mi.","$26,338",,,Watsonville Chrysler Dodge Jeep Ram,"Watsonville, CA"
Used,2020 Tesla Model X Long Range Plus,"70,418 mi.","$54,000",,,,"Summerville, SC"
Used,2018 Tesla Model X P100D,"44,794 mi.","$44,991",,,HGreg Nissan Kendall,"Palmetto Bay, FL"
Used,2016 Tesla Model X 90D,"36,893 mi.","$36,673",,,Mullinax Ford of Olympia,"Olympia, WA"
Used,2019 Tesla Model 3 Long Range,"67,123 mi.",Not Priced,,,Don Jackson CDJR North,"Cumming, GA"
Used,2023 Tesla Model 3 Base,"21,341 mi.","$27,192",,,Hertz Car Sales Inglewood,"Inglewood, CA"
Used,2022 Tesla Model 3 Base,"43,286 mi.","$20,488",,,Certified Performance Motors,"Valley Stream, NY"
Used,2022 Tesla Model 3 Base,"91,214 mi.","$21,465",,,Hertz Car Sales Torrance,"Torrance, CA"
Used,2015 Tesla Model S P85D,"64,106 mi.",Not Priced,,,Audi North Scottsdale,"Phoenix, AZ"
Used,2023 Tesla Model 3 Base,"7,916 mi.","$35,998",,,CarMax Canoga Park - Offering Express Pickup and Home Delivery,"Canoga Park, CA"
Used,2023 Tesla Model 3 Base,"20,331 mi.","$27,294",,,Hertz Car Sales Norwalk,"Norwalk, CA"
Used,2021 Tesla Model 3 Long Range,"28,040 mi.","$26,888",,,Hyundai of Trenton,"Ewing Township, NJ"
Used,2022 Tesla Model 3 Long Range,"32,836 mi.","$30,314",,,Hertz Car Sales Clearwater,"Clearwater, FL"
Used,2023 Tesla Model 3 Base,"26,266 mi.","$26,578",,,Hertz Car Sales Pleasanton,"Pleasanton, CA"
Used,2023 Tesla Model 3 Base,"20,168 mi.","$26,746",,,Hertz Car Sales Richmond,"Richmond, VA"
Used,2021 Tesla Model 3 Standard Range Plus,"21,901 mi.","$21,999",,,Premier Automotive,"Dumfries, VA"
Used,2021 Tesla Model 3 Performance,"59,680 mi.","$26,999",,,Premier Automotive,"Dumfries, VA"
Used,2022 Tesla Model S Base,"12,226 mi.","$63,995",,,House of Imports,"Buena Park, CA"
Used,2022 Tesla Model 3 Base,"44,703 mi.","$24,891",,,Hertz Car Sales Springfield,"Springfield, VA"
Used,2022 Tesla Model 3 Base,"39,802 mi.","$25,507",,,Hertz Car Sales Smithtown,"Smithtown, NY"
Used,2017 Tesla Model S 75D,"80,000 mi.","$28,000",,,,"Aubrey, TX"
Used,2017 Tesla Model X 90D,"61,114 mi.","$33,995",,EV Battery Rating | Excellent,Brown & Brown Wholesale,"Mesa, AZ"
Used,2022 Tesla Model 3 Base,"72,016 mi.","$21,987",,EV Battery Rating | Excellent,Southtowne Chevrolet Cadillac Buick GMC,"Newnan, GA"
Used,2019 Tesla Model 3 Standard Range,"94,000 mi.","$26,900",,EV Battery Rating | Excellent,EASY CAR AUTO SALES,"Phoenix, AZ"
Used,2017 Tesla Model X 90D,"102,712 mi.","$31,995",,EV Battery Rating | Excellent,Brown & Brown Wholesale,"Mesa, AZ"
Used,2014 Tesla Model S Base,"63,741 mi.",Not Priced,,EV Battery Rating | Excellent,LA City Cars,"Inglewood, CA"
Used,2019 Tesla Model 3 Long Range,"69,359 mi.","$31,000",,,,"Warrenville, IL"
Used,2023 Tesla Model S Base,"14,000 mi.","$84,992",,,,"Concord, CA"
Used,2017 Tesla Model S 75D,"52,953 mi.","$34,999",,EV Battery Rating | Excellent,BabaCars,"Stockton, CA"
Used,2015 Tesla Model S P85D,"50,500 mi.","$29,000",,,,"Leawood, KS"
Used,2023 Tesla Model 3 Base,"11,000 mi.","$35,000",,,,"San Diego, CA"
Used,2022 Tesla Model S Long Range,"12,000 mi.","$67,599",,,,"Bonney Lake, WA"
Used,2021 Tesla Model 3 Performance,"34,000 mi.","$42,999",,,,"Dakota, IL"
Used,2023 Tesla Model X Base,"10,976 mi.","$77,500",,,,"Golf, IL"
Used,2020 Tesla Model 3 Performance,"24,950 mi.","$29,900",,,,"Sicklerville, NJ"
Used,2017 Tesla Model S 75,"76,500 mi.","$29,500",,,,"Tampa, FL"
Used,2018 Tesla Model 3 Long Range,"95,000 mi.","$22,900",,,,"Pflugerville, TX"
Used,2018 Tesla Model S 75D,"114,000 mi.","$29,999",,,,"Clovis, CA"
Used,2013 Tesla Model S Base,"96,528 mi.","$20,000",,,,"River Forest, IL"
Used,2017 Tesla Model S 75D,"29,400 mi.","$39,900",,,,"Littleton, CO"
Used,2021 Tesla Model 3 Standard Range Plus,"52,059 mi.","$33,990",,,,"Culver City, CA"
Used,2018 Tesla Model 3 Long Range,"49,400 mi.","$25,500",,,,"Spring, TX"
Used,2022 Tesla Model 3 Base,"30,000 mi.","$30,000",,,,"Lakewood, CA"
Used,2023 Tesla Model 3 Performance,"11,738 mi.","$41,000",,,,"Lehi, UT"
Used,2022 Tesla Model 3 Long Range,"38,000 mi.","$33,500",,,,"Irvine, CA"
Used,2020 Tesla Model X Long Range Plus,"48,039 mi.","$55,000",,,,"Dover, DE"
Used,2022 Tesla Model 3 Performance,"8,200 mi.","$44,000",,,,"Atlanta, GA"
Used,2019 Tesla Model 3 Standard Range Plus,"63,000 mi.","$22,499",,,,"Bergenfield, NJ"
Used,2013 Tesla Model S Base,"156,245 mi.","$10,500",,,,"Covina, CA"
Used,2016 Tesla Model S 90D,"113,196 mi.","$20,980",,,Karplus Warehouse Inc.,"Pacoima, CA"
Used,2022 Tesla Model 3 Standard Range,"15,029 mi.","$28,973",,,Bill Luke Santan,"Gilbert, AZ"
Used,2021 Tesla Model 3 Standard Range Plus,"53,917 mi.","$28,000",,,,"Mechanicsburg, PA"
Used,2019 Tesla Model S Performance,"9,000 mi.","$53,900",,,,"San Diego, CA"
Used,2019 Tesla Model 3 Mid Range,"70,746 mi.","$21,000",,,Winners Circle Chevrolet Buick GMC of Franklin VA,"Franklin, VA"
Used,2022 Tesla Model 3 Long Range,"48,883 mi.",Not Priced,,,Joseph Buick GMC Trucks,"Cincinnati, OH"
Used,2023 Tesla Model 3 Base,"10,900 mi.","$31,500",,,,"Mine Hill, NJ"
Used,2022 Tesla Model 3 Long Range,"100,558 mi.",Not Priced,,,Don Jackson CDJR North,"Cumming, GA"
Used,2018 Tesla Model 3 Long Range,"106,000 mi.","$28,000",,,,"Townsend, DE"
Used,2018 Tesla Model X 100D,"61,189 mi.","$29,000",,,,"Grand Rapids, MI"
Used,2022 Tesla Model 3 Long Range,"51,209 mi.","$28,201",,,Gettel Stadium Toyota,"Tampa, FL"
Used,2019 Tesla Model 3 Long Range,"38,511 mi.",Not Priced,,,Grand Prairie Ford,"Grand Prairie, TX"
Used,2022 Tesla Model S Base,"16,590 mi.","$66,000",,,Jackie Cooper Imports,"Tulsa, OK"
Used,2021 Tesla Model 3 Performance,"63,861 mi.","$24,999",,,Premium Autos,"Norco, CA"
Used,2019 Tesla Model 3,"21,767 mi.",Not Priced,,,Audi Henderson,"Henderson, NV"
Used,2021 Tesla Model X Long Range,"34,417 mi.","$52,666",,,Germain Honda,"Naples, FL"
Used,2018 Tesla Model 3 Long Range,"11,981 mi.","$29,481",,,Mastria Volkswagen of Raynham,"Raynham, MA"
Used,2023 Tesla Model 3 Base,"29,012 mi.","$26,419",,,Hertz Car Sales Inglewood,"Inglewood, CA"
Used,2019 Tesla Model 3,"21,767 mi.",Not Priced,,,Audi Henderson,"Henderson, NV"
Used,2021 Tesla Model X Long Range,"34,417 mi.","$52,666",,,Germain Honda,"Naples, FL"
Used,2018 Tesla Model 3 Long Range,"11,981 mi.","$29,481",,,Mastria Volkswagen of Raynham,"Raynham, MA"
Used,2023 Tesla Model 3 Base,"29,012 mi.","$26,419",,,Hertz Car Sales Inglewood,"Inglewood, CA"
Used,2023 Tesla Model 3 Base,"20,208 mi.","$27,306",,,Hertz Car Sales Phoenix Bell Rd,"Phoenix, AZ"
Used,2013 Tesla Model S Base,"156,625 mi.","$18,995",,,,"Flower Mound, TX"
Used,2018 Tesla Model 3 Mid Range,"68,068 mi.","$25,998",,,CarMax Fredericksburg - Offering Express Pickup and Home Delivery,"Fredericksburg, VA"
Used,2021 Tesla Model 3 Standard Range Plus,"14,766 mi.","$22,999",,,Premier Automotive,"Dumfries, VA"
Used,2019 Tesla Model 3 Standard Range,"42,171 mi.","$24,999",,,DCH Subaru of Riverside,"Riverside, CA"
Used,2015 Tesla Model S 90D,"66,700 mi.","$25,000",,,,"Allenton, WI"
Used,2023 Tesla Model S Base,"38,850 mi.","$69,000",,,,"Santa Clarita, CA"
Used,2018 Tesla Model S P100D,"40,500 mi.","$50,000",,,,"San Jose, CA"
Used,2023 Tesla Model 3 Base,"22,993 mi.","$29,188",,EV Battery Rating | Excellent,Hertz Car Sales San Antonio North East,"Live Oak, TX"
Used,2023 Tesla Model 3 Base,"22,334 mi.","$27,877",$320 price drop,EV Battery Rating | Excellent,Hanna Cars,"Bradenton, FL"
Used,2023 Tesla Model 3 Base,"14,500 mi.","$32,500",,,,"Topeka, KS"
Used,2017 Tesla Model S P100D,"69,357 mi.","$46,999",,,,"Long Lake, MN"
Used,2023 Tesla Model 3 Base,"6,238 mi.","$34,450",,,,"Denver, CO"
Used,2018 Tesla Model 3 Long Range,"56,600 mi.","$26,500",,,,"Carlsbad, CA"
Used,2018 Tesla Model 3 Long Range,"28,500 mi.","$30,999",,,,"Chesapeake, VA"
Used,2022 Tesla Model S Long Range,"33,000 mi.","$66,000",,,,"Glen Ellyn, IL"
Used,2020 Tesla Model 3 Performance,"30,791 mi.","$35,100",,,,"Port Isabel, TX"
Used,2019 Tesla Model 3 Long Range,"42,000 mi.","$29,000",,,,"Morrison, CO"
Used,2021 Tesla Model S Plaid,"25,000 mi.","$75,000",,,,"Fort Lauderdale, FL"
Used,2017 Tesla Model 3 Long Range,"85,000 mi.","$18,950",,,,"San Jose, CA"
Used,2023 Tesla Model 3 Base,"8,710 mi.","$31,000",,,,"Catonsville, MD"
Used,2013 Tesla Model S Performance,"111,000 mi.","$18,000",,,,"Round Rock, TX"
Used,2015 Tesla Model S 85,"100,239 mi.","$22,700",,,,"Phoenix, AZ"
Used,2018 Tesla Model 3 Long Range,"96,300 mi.","$20,100",,,,"San Clemente, CA"
Used,2016 Tesla Model X 90D,"51,000 mi.","$43,000",,,,"New York, NY"
Used,2017 Tesla Model X 100D,"111,000 mi.","$34,000",,,,"Naperville, IL"
Used,2016 Tesla Model S P90D,"63,500 mi.","$36,000",,,,"Dallas, TX"
Used,2018 Tesla Model S 100D,"36,800 mi.","$58,000",,,,"Austin, TX"
Used,2017 Tesla Model 3 Long Range,"88,199 mi.","$21,495","$1,000 price drop",EV Battery Rating | Excellent,Asay Auto,"Lindon, UT"
Used,2019 Tesla Model 3 Long Range,"103,000 mi.","$22,500",,,,"Montpelier, VA"
Used,2018 Tesla Model 3 Mid Range,"62,000 mi.","$26,000",,,,"Denver, CO"
Used,2020 Tesla Model 3 Standard Range Plus,"62,000 mi.","$23,000",,,,"Alexandria, VA"
Used,2023 Tesla Model 3 Base,"7,700 mi.","$33,000",,,,"Houston, TX"
Used,2017 Tesla Model X 100D,"74,651 mi.","$36,999",,,,"North Salt Lake, UT"
Used,2022 Tesla Model 3 Long Range,"89,289 mi.",Not Priced,,,Don Jackson CDJR North,"Cumming, GA"
Used,2017 Tesla Model X 100D,"61,996 mi.","$39,000",,,,"Garner, NC"
Used,2022 Tesla Model 3 Long Range,"24,700 mi.","$34,000",,,,"Colorado Springs, CO"
Used,2022 Tesla Model 3 Long Range,"34,847 mi.",Not Priced,,,Joseph Buick GMC Trucks,"Cincinnati, OH"
Used,2022 Tesla Model 3 Base,"71,181 mi.","$23,352",,,Hertz Car Sales Kearny Mesa,"San Diego, CA"
Used,2022 Tesla Model 3 Base,"56,896 mi.","$23,999",,,Fontana Motors Direct,"Fontana, CA"
Used,2018 Tesla Model 3 Long Range,"42,846 mi.","$27,000",,,Hickory Used Car Superstore,"Hickory, NC"
Used,2019 Tesla Model 3 Performance,"45,712 mi.","$31,998",,,CarMax Murrieta - Offering Express Pickup and Home Delivery,"Murrieta, CA"
Used,2023 Tesla Model 3 Base,"20,456 mi.","$27,312",,,Hertz Car Sales Phoenix Bell Rd,"Phoenix, AZ"
Used,2022 Tesla Model 3 Base,"63,157 mi.","$24,089",,,Hertz Car Sales Torrance,"Torrance, CA"
Used,2017 Tesla Model S 75D,"75,330 mi.","$19,399",,,CarVision of Maple Shade,"Maple Shade, NJ"
Used,2022 Tesla Model X Base,"8,979 mi.","$77,998",,,HGreg.com Lux,"Pompano Beach, FL"
Used,2022 Tesla Model 3 Base,"33,393 mi.","$24,972",,,Hertz Car Sales Stockton,"Stockton, CA"
Used,2017 Tesla Model S 90D,"95,002 mi.","$19,977",,,Auto Showcase of Carol Stream,"Carol Stream, IL"
Used,2022 Tesla Model 3 Long Range,"46,626 mi.","$28,500",,,Huber's Auto Group,"Ephrata, PA"
Used,2015 Tesla Model S 60,"38,485 mi.","$23,998",,,Century Auto,"Daly City, CA"
Used,2018 Tesla Model 3 Long Range,"42,892 mi.","$26,000",,,Sahara Chrysler Dodge RAM,"Las Vegas, NV"
Used,2022 Tesla Model 3 Long Range,"48,147 mi.","$28,231",,,Gettel Stadium Toyota,"Tampa, FL"
Used,2021 Tesla Model 3 Standard Range Plus,"18,008 mi.","$33,998",,,CarMax Lynchburg - Offering Express Pickup and Home Delivery,"Lynchburg, VA"
Used,2016 Tesla Model S 75D,"28,500 mi.","$26,000",,,,"Greeley, CO"
Used,2021 Tesla Model 3 Standard Range Plus,"29,692 mi.",Not Priced,,,Centennial Hyundai,"Las Vegas, NV"
Used,2017 Tesla Model S 75D,"76,935 mi.","$24,522",,,Victory Chevrolet GMC Paola,"Paola, KS"
Used,2017 Tesla Model S 75,"75,755 mi.","$23,995",,,Victory Chevrolet GMC Paola,"Paola, KS"
Used,2023 Tesla Model 3 Base,"20,962 mi.","$27,248",,,Hertz Car Sales Las Vegas,"Las Vegas, NV"
Used,2024 Tesla Cybertruck FOUNDATION SERIES,290 mi.,"$249,990",,,O'Gara Coach Beverly Hills,"Beverly Hills, CA"
Used,2022 Tesla Model 3 Standard Range,"30,856 mi.",Not Priced,,EV Battery Rating | Excellent,LA City Cars,"Inglewood, CA"
Used,2021 Tesla Model 3 Standard Range Plus,"77,275 mi.","$20,292",,EV Battery Rating | Excellent,Hertz Car Sales Kearny Mesa,"San Diego, CA"
Used,2023 Tesla Model 3 Base,"17,000 mi.","$32,000",,,,"Woodland Hills, CA"
Used,2022 Tesla Model 3 Standard Range,"37,522 mi.",Not Priced,,EV Battery Rating | Excellent,LA City Cars,"Inglewood, CA"
Used,2015 Tesla Model S P85D,"66,920 mi.",Not Priced,,EV Battery Rating | Excellent,LA City Cars,"Inglewood, CA"
Used,2018 Tesla Model X P100D,"40,100 mi.","$55,900",,,,"Logan, UT"
Used,2022 Tesla Model 3 Long Range,"64,237 mi.",Not Priced,,EV Battery Rating | Excellent,LA City Cars,"Inglewood, CA"
Used,2019 Tesla Model 3 Performance,"40,352 mi.","$22,991","$2,000 price drop",EV Battery Rating | Excellent,West International Auto Sales,"Miramar, FL"
Used,2022 Tesla Model 3 Long Range,"126,103 mi.","$19,995",,EV Battery Rating | Excellent,Bimmer Motorsports,"Los Angeles, CA"
Used,2018 Tesla Model 3 Long Range,"32,265 mi.","$25,987",,EV Battery Rating | Excellent,Effect Auto,"Omaha, NE"
Used,2019 Tesla Model 3 Standard Range,"41,250 mi.","$18,991","$1,000 price drop",EV Battery Rating | Excellent,West International Auto Sales,"Miramar, FL"
Used,2022 Tesla Model 3 Long Range,"64,322 mi.",Not Priced,,EV Battery Rating | Excellent,LA City Cars,"Inglewood, CA"
Used,2022 Tesla Model 3 Long Range,"57,603 mi.","$26,000",,EV Battery Rating | Excellent,Kalidy Kia,"Edmond, OK"
Used,2024 Tesla Cybertruck FOUNDER'S EDITION,13 mi.,"$190,000","$19,500 price drop",,Prime One Motorsports,"Davie, FL"
Used,2018 Tesla Model S 100D,"29,700 mi.","$37,174",,EV Battery Rating | Excellent,Glenwood Springs Ford,"Glenwood Springs, CO"
Used,2019 Tesla Model 3 Long Range,"50,000 mi.","$35,500",,,,"La Canada Flintridge, CA"
Used,2018 Tesla Model 3 Mid Range,"81,175 mi.","$22,975",,,Volkswagen of Streetsboro,"Streetsboro, OH"
New,2023 Tesla Model 3 Rear-Wheel Drive,,"$37,790",,,Tesla,"Kansas City, MO"
Used,2022 Tesla Model 3 Long Range,"81,993 mi.","$23,650",,EV Battery Rating | Excellent,Hanna Cars,"Bradenton, FL"
Used,2022 Tesla Model 3 Long Range,"48,368 mi.","$24,999",,EV Battery Rating | Excellent,LA City Cars,"Inglewood, CA"
Used,2019 Tesla Model S Standard Range,"45,969 mi.","$35,999",,,,"Lake In The Hills, IL"
Used,2019 Tesla Model 3 Standard,"35,956 mi.","$26,977","$2,008 price drop",EV Battery Rating | Excellent,Runde Chevrolet,"East Dubuque, IL"
Used,2021 Tesla Model 3 Long Range,"36,500 mi.","$33,980",,,,"Burbank, CA"
Used,2021 Tesla Model 3 Standard Range Plus,"69,571 mi.","$18,941",,EV Battery Rating | Excellent,Car Factory Outlet Miami,"Miami, FL"
Used,2017 Tesla Model X 75D,"81,911 mi.","$31,990",$510 price drop,EV Battery Rating | Excellent,Auto Kings,"Bend, OR"
Used,2022 Tesla Model 3 Base,"29,097 mi.","$24,799",$200 price drop,EV Battery Rating | Excellent,Hanna Cars,"Bradenton, FL"
Used,2019 Tesla Model S P100D,"88,123 mi.","$42,600",$207 price drop,EV Battery Rating | Excellent,Autorama Auto,"Dickinson, ND"
